file,speaker,emotion,source,split
EMOITA/data/1613671614352.wav,emoita_321,anger,emoita,train
EMOITA/data/1613658275427.wav,emoita_303,anger,emoita,train
EMOITA/data/1613324357435.wav,emoita_314,anger,emoita,train
EMOITA/data/1614274086698.wav,emoita_109,anger,emoita,train
EMOITA/data/1612982146424.wav,emoita_179,anger,emoita,train
EMOITA/data/1613493366347.wav,emoita_293,anger,emoita,train
EMOITA/data/1613378571270.wav,emoita_252,anger,emoita,train
EMOITA/data/1614358680245.wav,emoita_090,anger,emoita,train
EMOITA/data/1613467075686.wav,emoita_279,anger,emoita,train
EMOITA/data/1613472729970.wav,emoita_274,anger,emoita,train
EMOITA/data/1614274175492.wav,emoita_109,anger,emoita,train
EMOITA/data/1616149732681.wav,emoita_397,anger,emoita,train
EMOITA/data/1613405836816.wav,emoita_261,anger,emoita,train
EMOITA/data/1614278852934.wav,emoita_052,anger,emoita,train
EMOITA/data/1613832224152.wav,emoita_265,anger,emoita,train
EMOITA/data/1614409808909.wav,emoita_093,anger,emoita,train
EMOITA/data/1613824074999.wav,emoita_104,anger,emoita,train
EMOITA/data/1614241720253.wav,emoita_016,anger,emoita,train
EMOITA/data/1614254491929.wav,emoita_007,anger,emoita,train
EMOITA/data/1616245413705.wav,emoita_170,anger,emoita,train
EMOITA/data/1614602587256.wav,emoita_101,anger,emoita,train
EMOITA/data/1615228091771.wav,emoita_035,anger,emoita,train
EMOITA/data/1612887953018.wav,emoita_178,anger,emoita,train
EMOITA/data/1614799092895.wav,emoita_053,anger,emoita,train
EMOITA/data/1613653182817.wav,emoita_312,anger,emoita,train
EMOITA/data/1613491973853.wav,emoita_286,anger,emoita,train
EMOITA/data/1612982076287.wav,emoita_179,anger,emoita,train
EMOITA/data/1613327358504.wav,emoita_239,anger,emoita,train
EMOITA/data/1613930149998.wav,emoita_005,anger,emoita,train
EMOITA/data/1614175494461.wav,emoita_081,anger,emoita,train
EMOITA/data/1614067055983.wav,emoita_259,anger,emoita,train
EMOITA/data/1614601519175.wav,emoita_101,anger,emoita,train
EMOITA/data/1613478744873.wav,emoita_270,anger,emoita,train
EMOITA/data/1614368099633.wav,emoita_092,anger,emoita,train
EMOITA/data/1614349528708.wav,emoita_431,anger,emoita,train
EMOITA/data/1613491958317.wav,emoita_286,anger,emoita,train
EMOITA/data/1614030631527.wav,emoita_037,anger,emoita,train
EMOITA/data/1614112145970.wav,emoita_076,anger,emoita,train
EMOITA/data/1613063461611.wav,emoita_190,anger,emoita,train
EMOITA/data/1613325949943.wav,emoita_237,anger,emoita,train
EMOITA/data/1614096022725.wav,emoita_006,anger,emoita,train
EMOITA/data/1613478705644.wav,emoita_270,anger,emoita,train
EMOITA/data/1620377161599.wav,emoita_428,anger,emoita,train
EMOITA/data/1613466478916.wav,emoita_279,anger,emoita,train
EMOITA/data/1620376538879.wav,emoita_428,anger,emoita,train
EMOITA/data/1613832308261.wav,emoita_265,anger,emoita,train
EMOITA/data/1615738152527.wav,emoita_382,anger,emoita,train
EMOITA/data/1614083472115.wav,emoita_006,anger,emoita,train
EMOITA/data/1614119325274.wav,emoita_079,anger,emoita,train
EMOITA/data/1614335623127.wav,emoita_431,anger,emoita,train
EMOITA/data/1614509743835.wav,emoita_213,anger,emoita,train
EMOITA/data/1613831545479.wav,emoita_265,anger,emoita,train
EMOITA/data/1613324401979.wav,emoita_314,anger,emoita,train
EMOITA/data/1613831358616.wav,emoita_265,anger,emoita,train
EMOITA/data/1613325598299.wav,emoita_235,anger,emoita,train
EMOITA/data/1614348816307.wav,emoita_431,anger,emoita,train
EMOITA/data/1613406241491.wav,emoita_262,anger,emoita,train
EMOITA/data/1613463154175.wav,emoita_277,anger,emoita,train
EMOITA/data/1616755151378.wav,emoita_124,anger,emoita,train
EMOITA/data/1613406710010.wav,emoita_263,anger,emoita,train
EMOITA/data/1614274154997.wav,emoita_052,anger,emoita,train
EMOITA/data/1614174318448.wav,emoita_081,anger,emoita,train
EMOITA/data/1613512695618.wav,emoita_302,anger,emoita,train
EMOITA/data/1613918566491.wav,emoita_138,anger,emoita,train
EMOITA/data/1613062647102.wav,emoita_190,anger,emoita,train
EMOITA/data/1614173940870.wav,emoita_081,anger,emoita,train
EMOITA/data/1616505562295.wav,emoita_314,anger,emoita,train
EMOITA/data/1613463069063.wav,emoita_277,anger,emoita,train
EMOITA/data/1613672377450.wav,emoita_029,anger,emoita,train
EMOITA/data/1613577081283.wav,emoita_306,anger,emoita,train
EMOITA/data/1614880389339.wav,emoita_337,anger,emoita,train
EMOITA/data/1614802466392.wav,emoita_431,anger,emoita,train
EMOITA/data/1614349047610.wav,emoita_431,anger,emoita,train
EMOITA/data/1614674175874.wav,emoita_164,anger,emoita,train
EMOITA/data/1615228916153.wav,emoita_035,anger,emoita,train
EMOITA/data/1615739021689.wav,emoita_382,anger,emoita,train
EMOITA/data/1616244155187.wav,emoita_170,anger,emoita,train
EMOITA/data/1613512802164.wav,emoita_302,anger,emoita,train
EMOITA/data/1614108102277.wav,emoita_007,anger,emoita,train
EMOITA/data/1613478563168.wav,emoita_270,anger,emoita,train
EMOITA/data/1614602686433.wav,emoita_101,anger,emoita,train
EMOITA/data/1614242064515.wav,emoita_016,anger,emoita,train
EMOITA/data/1613223232903.wav,emoita_203,anger,emoita,train
EMOITA/data/1613328985529.wav,emoita_242,anger,emoita,train
EMOITA/data/1613339974103.wav,emoita_247,anger,emoita,train
EMOITA/data/1613338993976.wav,emoita_246,anger,emoita,train
EMOITA/data/1614087657917.wav,emoita_142,anger,emoita,train
EMOITA/data/1614674030212.wav,emoita_164,anger,emoita,train
EMOITA/data/1613323230795.wav,emoita_230,anger,emoita,train
EMOITA/data/1614091162799.wav,emoita_006,anger,emoita,train
EMOITA/data/1614073183036.wav,emoita_106,anger,emoita,train
EMOITA/data/1614191022700.wav,emoita_150,anger,emoita,train
EMOITA/data/1613378369739.wav,emoita_252,anger,emoita,train
EMOITA/data/1613657779616.wav,emoita_303,anger,emoita,train
EMOITA/data/1614174487599.wav,emoita_081,anger,emoita,train
EMOITA/data/1614679724243.wav,emoita_165,anger,emoita,train
EMOITA/data/1614146960471.wav,emoita_111,anger,emoita,train
EMOITA/data/1613467099505.wav,emoita_279,anger,emoita,train
EMOITA/data/1614119074167.wav,emoita_079,anger,emoita,train
EMOITA/data/1613823793013.wav,emoita_104,anger,emoita,train
EMOITA/data/1614627054318.wav,emoita_079,anger,emoita,train
EMOITA/data/1613492732663.wav,emoita_291,anger,emoita,train
EMOITA/data/1613329119876.wav,emoita_242,anger,emoita,train
EMOITA/data/1613338681454.wav,emoita_246,anger,emoita,train
EMOITA/data/1614279032398.wav,emoita_087,anger,emoita,train
EMOITA/data/1614073168727.wav,emoita_106,anger,emoita,train
EMOITA/data/1614029372844.wav,emoita_007,anger,emoita,train
EMOITA/data/1614278044121.wav,emoita_052,anger,emoita,train
EMOITA/data/1614279235286.wav,emoita_087,anger,emoita,train
EMOITA/data/1615110645711.wav,emoita_130,anger,emoita,train
EMOITA/data/1614278573928.wav,emoita_052,anger,emoita,train
EMOITA/data/1613214967116.wav,emoita_193,anger,emoita,train
EMOITA/data/1613058177362.wav,emoita_314,anger,emoita,train
EMOITA/data/1614958398821.wav,emoita_343,anger,emoita,train
EMOITA/data/1613340357317.wav,emoita_247,anger,emoita,train
EMOITA/data/1613467184359.wav,emoita_279,anger,emoita,train
EMOITA/data/1613592915300.wav,emoita_309,anger,emoita,train
EMOITA/data/1614550167992.wav,emoita_100,anger,emoita,train
EMOITA/data/1614165906625.wav,emoita_104,anger,emoita,train
EMOITA/data/1613492978533.wav,emoita_291,anger,emoita,train
EMOITA/data/1616011009549.wav,emoita_164,anger,emoita,train
EMOITA/data/1613918097742.wav,emoita_138,anger,emoita,train
EMOITA/data/1613338946724.wav,emoita_246,anger,emoita,train
EMOITA/data/1614119835380.wav,emoita_079,anger,emoita,train
EMOITA/data/1616249489367.wav,emoita_399,anger,emoita,train
EMOITA/data/1613065520812.wav,emoita_314,anger,emoita,train
EMOITA/data/1613918882862.wav,emoita_138,anger,emoita,train
EMOITA/data/1613378594890.wav,emoita_252,anger,emoita,train
EMOITA/data/1614467593846.wav,emoita_056,anger,emoita,train
EMOITA/data/1614550553750.wav,emoita_100,anger,emoita,train
EMOITA/data/1613405943055.wav,emoita_261,anger,emoita,train
EMOITA/data/1613319483509.wav,emoita_213,anger,emoita,train
EMOITA/data/1615737954620.wav,emoita_382,anger,emoita,train
EMOITA/data/1614174902112.wav,emoita_081,anger,emoita,train
EMOITA/data/1615737672778.wav,emoita_382,anger,emoita,train
EMOITA/data/1615737612922.wav,emoita_382,anger,emoita,train
EMOITA/data/1616251623359.wav,emoita_399,anger,emoita,train
EMOITA/data/1616867001195.wav,emoita_409,anger,emoita,train
EMOITA/data/1613077405313.wav,emoita_198,anger,emoita,train
EMOITA/data/1615123631490.wav,emoita_351,anger,emoita,train
EMOITA/data/1620376710398.wav,emoita_428,anger,emoita,train
EMOITA/data/1615738399029.wav,emoita_382,anger,emoita,train
EMOITA/data/1614146777115.wav,emoita_111,anger,emoita,train
EMOITA/data/1614687249072.wav,emoita_213,anger,emoita,train
EMOITA/data/1615227130403.wav,emoita_035,anger,emoita,train
EMOITA/data/1613823182817.wav,emoita_104,anger,emoita,train
EMOITA/data/1613825717954.wav,emoita_136,anger,emoita,train
EMOITA/data/1614358820466.wav,emoita_090,anger,emoita,train
EMOITA/data/1613493419325.wav,emoita_293,anger,emoita,train
EMOITA/data/1613323632388.wav,emoita_229,anger,emoita,train
EMOITA/data/1614169762327.wav,emoita_149,anger,emoita,train
EMOITA/data/1613327339416.wav,emoita_239,anger,emoita,train
EMOITA/data/1613378588867.wav,emoita_252,anger,emoita,train
EMOITA/data/1614190646296.wav,emoita_082,anger,emoita,train
EMOITA/data/1613832416024.wav,emoita_265,anger,emoita,train
EMOITA/data/1613492674355.wav,emoita_291,anger,emoita,train
EMOITA/data/1616245360251.wav,emoita_170,anger,emoita,train
EMOITA/data/1614278774802.wav,emoita_087,anger,emoita,train
EMOITA/data/1613645585187.wav,emoita_296,anger,emoita,train
EMOITA/data/1615108054483.wav,emoita_349,anger,emoita,train
EMOITA/data/1619519023230.wav,emoita_425,anger,emoita,train
EMOITA/data/1619253492815.wav,emoita_423,anger,emoita,train
EMOITA/data/1616149501158.wav,emoita_397,anger,emoita,train
EMOITA/data/1619253236501.wav,emoita_423,anger,emoita,train
EMOITA/data/1613403392097.wav,emoita_258,anger,emoita,train
EMOITA/data/1613338491073.wav,emoita_246,anger,emoita,train
EMOITA/data/1616269708989.wav,emoita_259,anger,emoita,train
EMOITA/data/1616249928538.wav,emoita_112,anger,emoita,train
EMOITA/data/1614764837014.wav,emoita_028,anger,emoita,train
EMOITA/data/1614514054549.wav,emoita_097,anger,emoita,train
EMOITA/data/1613671581427.wav,emoita_321,anger,emoita,train
EMOITA/data/1614409536022.wav,emoita_093,anger,emoita,train
EMOITA/data/1613472996124.wav,emoita_274,anger,emoita,train
EMOITA/data/1614274015809.wav,emoita_109,anger,emoita,train
EMOITA/data/1613571316798.wav,emoita_305,anger,emoita,train
EMOITA/data/1616245288146.wav,emoita_170,anger,emoita,train
EMOITA/data/1613825632528.wav,emoita_136,anger,emoita,train
EMOITA/data/1616866896784.wav,emoita_409,anger,emoita,train
EMOITA/data/1613823474011.wav,emoita_104,anger,emoita,train
EMOITA/data/1614108085302.wav,emoita_007,anger,emoita,train
EMOITA/data/1613467153731.wav,emoita_279,anger,emoita,train
EMOITA/data/1614715316959.wav,emoita_027,anger,emoita,train
EMOITA/data/1613485410982.wav,emoita_283,anger,emoita,train
EMOITA/data/1613587760120.wav,emoita_304,anger,emoita,train
EMOITA/data/1614082398003.wav,emoita_006,anger,emoita,train
EMOITA/data/1614549794218.wav,emoita_100,anger,emoita,train
EMOITA/data/1613302950611.wav,emoita_202,anger,emoita,train
EMOITA/data/1613120139096.wav,emoita_199,anger,emoita,train
EMOITA/data/1614765004248.wav,emoita_028,anger,emoita,train
EMOITA/data/1614451907558.wav,emoita_314,anger,emoita,train
EMOITA/data/1613918910325.wav,emoita_138,anger,emoita,train
EMOITA/data/1616244131730.wav,emoita_170,anger,emoita,train
EMOITA/data/1614335559421.wav,emoita_431,anger,emoita,train
EMOITA/data/1615920823160.wav,emoita_386,anger,emoita,train
EMOITA/data/1613645574517.wav,emoita_296,anger,emoita,train
EMOITA/data/1615929647225.wav,emoita_388,anger,emoita,train
EMOITA/data/1614112193738.wav,emoita_076,anger,emoita,train
EMOITA/data/1613223420358.wav,emoita_203,anger,emoita,train
EMOITA/data/1613478548613.wav,emoita_270,anger,emoita,train
EMOITA/data/1613831560354.wav,emoita_265,anger,emoita,train
EMOITA/data/1613492194619.wav,emoita_274,anger,emoita,train
EMOITA/data/1613919018488.wav,emoita_138,anger,emoita,train
EMOITA/data/1613339618736.wav,emoita_247,anger,emoita,train
EMOITA/data/1615920815740.wav,emoita_386,anger,emoita,train
EMOITA/data/1613554128688.wav,emoita_314,anger,emoita,train
EMOITA/data/1614872205380.wav,emoita_336,anger,emoita,train
EMOITA/data/1614174704825.wav,emoita_081,anger,emoita,train
EMOITA/data/1616149864357.wav,emoita_397,anger,emoita,train
EMOITA/data/1613302872674.wav,emoita_202,anger,emoita,train
EMOITA/data/1614847305315.wav,emoita_335,anger,emoita,train
EMOITA/data/1613327187278.wav,emoita_239,anger,emoita,train
EMOITA/data/1614767787938.wav,emoita_065,anger,emoita,train
EMOITA/data/1613216043419.wav,emoita_193,anger,emoita,train
EMOITA/data/1614003298895.wav,emoita_326,anger,emoita,train
EMOITA/data/1614197928070.wav,emoita_006,anger,emoita,train
EMOITA/data/1614602052056.wav,emoita_101,anger,emoita,train
EMOITA/data/1613930670266.wav,emoita_005,anger,emoita,train
EMOITA/data/1613657800256.wav,emoita_303,anger,emoita,train
EMOITA/data/1614958334332.wav,emoita_343,anger,emoita,train
EMOITA/data/1613684886640.wav,emoita_323,anger,emoita,train
EMOITA/data/1614190931294.wav,emoita_047,anger,emoita,train
EMOITA/data/1614108045165.wav,emoita_007,anger,emoita,train
EMOITA/data/1613414476397.wav,emoita_269,anger,emoita,train
EMOITA/data/1613478877620.wav,emoita_270,anger,emoita,train
EMOITA/data/1613407948243.wav,emoita_265,anger,emoita,train
EMOITA/data/1613378754354.wav,emoita_252,anger,emoita,train
EMOITA/data/1613930068993.wav,emoita_005,anger,emoita,train
EMOITA/data/1613323236923.wav,emoita_230,anger,emoita,train
EMOITA/data/1613492706575.wav,emoita_291,anger,emoita,train
EMOITA/data/1613493275220.wav,emoita_292,anger,emoita,train
EMOITA/data/1614273992561.wav,emoita_109,anger,emoita,train
EMOITA/data/1614880223382.wav,emoita_337,anger,emoita,train
EMOITA/data/1613478761732.wav,emoita_270,anger,emoita,train
EMOITA/data/1613825669993.wav,emoita_134,anger,emoita,train
EMOITA/data/1615929665366.wav,emoita_388,anger,emoita,train
EMOITA/data/1614335497875.wav,emoita_431,anger,emoita,train
EMOITA/data/1613467010260.wav,emoita_279,anger,emoita,train
EMOITA/data/1614087998288.wav,emoita_142,anger,emoita,train
EMOITA/data/1614687336661.wav,emoita_213,anger,emoita,train
EMOITA/data/1613065530782.wav,emoita_314,anger,emoita,train
EMOITA/data/1613478593358.wav,emoita_270,anger,emoita,train
EMOITA/data/1613588533764.wav,emoita_308,anger,emoita,train
EMOITA/data/1613831873214.wav,emoita_265,anger,emoita,train
EMOITA/data/1615500512425.wav,emoita_213,anger,emoita,train
EMOITA/data/1613317255706.wav,emoita_218,anger,emoita,train
EMOITA/data/1616251647621.wav,emoita_399,anger,emoita,train
EMOITA/data/1613466511598.wav,emoita_279,anger,emoita,train
EMOITA/data/1616249433474.wav,emoita_399,anger,emoita,train
EMOITA/data/1614169837175.wav,emoita_149,anger,emoita,train
EMOITA/data/1613310510979.wav,emoita_206,anger,emoita,train
EMOITA/data/1615110519085.wav,emoita_130,anger,emoita,train
EMOITA/data/1613061779246.wav,emoita_189,anger,emoita,train
EMOITA/data/1614409359523.wav,emoita_093,anger,emoita,train
EMOITA/data/1616249481268.wav,emoita_399,anger,emoita,train
EMOITA/data/1615758067151.wav,emoita_140,anger,emoita,train
EMOITA/data/1613823411420.wav,emoita_104,anger,emoita,train
EMOITA/data/1613830479449.wav,emoita_003,anger,emoita,train
EMOITA/data/1613861013157.wav,emoita_137,anger,emoita,train
EMOITA/data/1615228513796.wav,emoita_035,anger,emoita,train
EMOITA/data/1614206722419.wav,emoita_083,anger,emoita,train
EMOITA/data/1614030611511.wav,emoita_037,anger,emoita,train
EMOITA/data/1613305552622.wav,emoita_212,anger,emoita,train
EMOITA/data/1613823720947.wav,emoita_104,anger,emoita,train
EMOITA/data/1613405795949.wav,emoita_261,anger,emoita,train
EMOITA/data/1615555216209.wav,emoita_361,anger,emoita,train
EMOITA/data/1613063101337.wav,emoita_190,anger,emoita,train
EMOITA/data/1613404635868.wav,emoita_259,anger,emoita,train
EMOITA/data/1614348485828.wav,emoita_431,anger,emoita,train
EMOITA/data/1614799189787.wav,emoita_053,anger,emoita,train
EMOITA/data/1615123437487.wav,emoita_351,anger,emoita,train
EMOITA/data/1614249354271.wav,emoita_017,anger,emoita,train
EMOITA/data/1616700754996.wav,emoita_408,anger,emoita,train
EMOITA/data/1614083304136.wav,emoita_006,anger,emoita,train
EMOITA/data/1614847755269.wav,emoita_335,anger,emoita,train
EMOITA/data/1614767755641.wav,emoita_065,anger,emoita,train
EMOITA/data/1613823887874.wav,emoita_104,anger,emoita,train
EMOITA/data/1616014595182.wav,emoita_391,anger,emoita,train
EMOITA/data/1615736242078.wav,emoita_382,anger,emoita,train
EMOITA/data/1613335022860.wav,emoita_245,anger,emoita,train
EMOITA/data/1614335418979.wav,emoita_431,anger,emoita,train
EMOITA/data/1613492718212.wav,emoita_291,anger,emoita,train
EMOITA/data/1613478171426.wav,emoita_270,anger,emoita,train
EMOITA/data/1616269198986.wav,emoita_259,anger,emoita,train
EMOITA/data/1616244164970.wav,emoita_170,anger,emoita,train
EMOITA/data/1614251183900.wav,emoita_300,anger,emoita,train
EMOITA/data/1614254239140.wav,emoita_007,anger,emoita,train
EMOITA/data/1614420132687.wav,emoita_018,anger,emoita,train
EMOITA/data/1614090988805.wav,emoita_006,anger,emoita,train
EMOITA/data/1613329159042.wav,emoita_242,anger,emoita,train
EMOITA/data/1616246111241.wav,emoita_112,anger,emoita,train
EMOITA/data/1613325052992.wav,emoita_233,anger,emoita,train
EMOITA/data/1614550134677.wav,emoita_100,anger,emoita,train
EMOITA/data/1615228731030.wav,emoita_035,anger,emoita,train
EMOITA/data/1614367958474.wav,emoita_092,anger,emoita,train
EMOITA/data/1614625106211.wav,emoita_013,anger,emoita,train
EMOITA/data/1614450863386.wav,emoita_120,anger,emoita,train
EMOITA/data/1614450967521.wav,emoita_120,anger,emoita,train
EMOITA/data/1615228188422.wav,emoita_035,anger,emoita,train
EMOITA/data/1614146762097.wav,emoita_111,anger,emoita,train
EMOITA/data/1614274012661.wav,emoita_052,anger,emoita,train
EMOITA/data/1613325226094.wav,emoita_232,anger,emoita,train
EMOITA/data/1613492795177.wav,emoita_291,anger,emoita,train
EMOITA/data/1613339164443.wav,emoita_246,anger,emoita,train
EMOITA/data/1613588563206.wav,emoita_308,anger,emoita,train
EMOITA/data/1614029428827.wav,emoita_037,anger,emoita,train
EMOITA/data/1613063621832.wav,emoita_314,anger,emoita,train
EMOITA/data/1614119231685.wav,emoita_079,anger,emoita,train
EMOITA/data/1613405790109.wav,emoita_261,anger,emoita,train
EMOITA/data/1613588524370.wav,emoita_308,anger,emoita,train
EMOITA/data/1614112208408.wav,emoita_009,anger,emoita,train
EMOITA/data/1614601412535.wav,emoita_101,anger,emoita,train
EMOITA/data/1613317328533.wav,emoita_218,anger,emoita,train
EMOITA/data/1613378583577.wav,emoita_252,anger,emoita,train
EMOITA/data/1616246175747.wav,emoita_112,anger,emoita,train
EMOITA/data/1616244054340.wav,emoita_170,anger,emoita,train
EMOITA/data/1615228813266.wav,emoita_035,anger,emoita,train
EMOITA/data/1613327364316.wav,emoita_239,anger,emoita,train
EMOITA/data/1613472749946.wav,emoita_266,anger,emoita,train
EMOITA/data/1615738894888.wav,emoita_382,anger,emoita,train
EMOITA/data/1615104398292.wav,emoita_347,anger,emoita,train
EMOITA/data/1613064061212.wav,emoita_048,anger,emoita,train
EMOITA/data/1613930570390.wav,emoita_005,anger,emoita,train
EMOITA/data/1613326254671.wav,emoita_238,anger,emoita,train
EMOITA/data/1613378674838.wav,emoita_252,anger,emoita,train
EMOITA/data/1614271618537.wav,emoita_119,anger,emoita,train
EMOITA/data/1613824165413.wav,emoita_104,anger,emoita,train
EMOITA/data/1616250015855.wav,emoita_112,anger,emoita,train
EMOITA/data/1614410003865.wav,emoita_093,anger,emoita,train
EMOITA/data/1615110609153.wav,emoita_130,anger,emoita,train
EMOITA/data/1614700576814.wav,emoita_064,anger,emoita,train
EMOITA/data/1614174590913.wav,emoita_081,anger,emoita,train
EMOITA/data/1614153006628.wav,emoita_080,anger,emoita,train
EMOITA/data/1614699910004.wav,emoita_064,anger,emoita,train
EMOITA/data/1613825819911.wav,emoita_136,anger,emoita,train
EMOITA/data/1613408142222.wav,emoita_265,anger,emoita,train
EMOITA/data/1614847698489.wav,emoita_335,anger,emoita,train
EMOITA/data/1614274495672.wav,emoita_109,anger,emoita,train
EMOITA/data/1614627021288.wav,emoita_079,anger,emoita,train
EMOITA/data/1613317263835.wav,emoita_218,anger,emoita,train
EMOITA/data/1614278677222.wav,emoita_052,anger,emoita,train
EMOITA/data/1614191410439.wav,emoita_151,anger,emoita,train
EMOITA/data/1616147229418.wav,emoita_396,anger,emoita,train
EMOITA/data/1619253218813.wav,emoita_423,anger,emoita,train
EMOITA/data/1613684911882.wav,emoita_323,anger,emoita,train
EMOITA/data/1619253136188.wav,emoita_423,anger,emoita,train
EMOITA/data/1613832287964.wav,emoita_265,anger,emoita,train
EMOITA/data/1613339123486.wav,emoita_246,anger,emoita,train
EMOITA/data/1614409131361.wav,emoita_093,anger,emoita,train
EMOITA/data/1614409350795.wav,emoita_093,anger,emoita,train
EMOITA/data/1613492063340.wav,emoita_286,anger,emoita,train
EMOITA/data/1614287923110.wav,emoita_088,anger,emoita,train
EMOITA/data/1616245252693.wav,emoita_170,anger,emoita,train
EMOITA/data/1616245976654.wav,emoita_112,anger,emoita,train
EMOITA/data/1614448872581.wav,emoita_104,anger,emoita,train
EMOITA/data/1616246312154.wav,emoita_112,anger,emoita,train
EMOITA/data/1614274183542.wav,emoita_109,anger,emoita,train
EMOITA/data/1613493339978.wav,emoita_292,anger,emoita,train
EMOITA/data/1615104453885.wav,emoita_347,anger,emoita,train
EMOITA/data/1613493328277.wav,emoita_293,anger,emoita,train
EMOITA/data/1615920792972.wav,emoita_386,anger,emoita,train
EMOITA/data/1614013767161.wav,emoita_300,anger,emoita,train
EMOITA/data/1615379103993.wav,emoita_368,anger,emoita,train
EMOITA/data/1616251756172.wav,emoita_399,anger,emoita,train
EMOITA/data/1612982137341.wav,emoita_179,anger,emoita,train
EMOITA/data/1614112006242.wav,emoita_075,anger,emoita,train
EMOITA/data/1614601915782.wav,emoita_101,anger,emoita,train
EMOITA/data/1613316233512.wav,emoita_102,anger,emoita,train
EMOITA/data/1614451043162.wav,emoita_120,anger,emoita,train
EMOITA/data/1614278631460.wav,emoita_052,anger,emoita,train
EMOITA/data/1614274261040.wav,emoita_109,anger,emoita,train
EMOITA/data/1616669986898.wav,emoita_407,anger,emoita,train
EMOITA/data/1613492024106.wav,emoita_286,anger,emoita,train
EMOITA/data/1615228894537.wav,emoita_035,anger,emoita,train
EMOITA/data/1616245408277.wav,emoita_170,anger,emoita,train
EMOITA/data/1614420008383.wav,emoita_018,anger,emoita,train
