file,speaker,emotion,source,split
RAVDESS/data/songs/actor_06/03-02-04-02-02-01-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-02-02-01-01-06.wav,ravdess_006,calm,ravdess,train
RAVDESS/data/songs/actor_06/03-02-03-02-01-02-06.wav,ravdess_006,happiness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-06-01-02-01-06.wav,ravdess_006,fear,ravdess,train
RAVDESS/data/songs/actor_06/03-02-06-02-01-02-06.wav,ravdess_006,fear,ravdess,train
RAVDESS/data/songs/actor_06/03-02-04-02-01-02-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-02-01-01-01-06.wav,ravdess_006,calm,ravdess,train
RAVDESS/data/songs/actor_06/03-02-04-01-01-01-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-02-02-01-02-06.wav,ravdess_006,calm,ravdess,train
RAVDESS/data/songs/actor_06/03-02-01-01-01-02-06.wav,ravdess_006,neutral,ravdess,train
RAVDESS/data/songs/actor_06/03-02-03-02-02-02-06.wav,ravdess_006,happiness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-01-01-01-01-06.wav,ravdess_006,neutral,ravdess,train
RAVDESS/data/songs/actor_06/03-02-02-02-02-01-06.wav,ravdess_006,calm,ravdess,train
RAVDESS/data/songs/actor_06/03-02-02-01-02-02-06.wav,ravdess_006,calm,ravdess,train
RAVDESS/data/songs/actor_06/03-02-06-02-02-02-06.wav,ravdess_006,fear,ravdess,train
RAVDESS/data/songs/actor_06/03-02-05-02-01-01-06.wav,ravdess_006,anger,ravdess,train
RAVDESS/data/songs/actor_06/03-02-04-01-02-02-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-03-02-01-01-06.wav,ravdess_006,happiness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-05-02-01-02-06.wav,ravdess_006,anger,ravdess,train
RAVDESS/data/songs/actor_06/03-02-03-01-02-02-06.wav,ravdess_006,happiness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-05-02-02-01-06.wav,ravdess_006,anger,ravdess,train
RAVDESS/data/songs/actor_06/03-02-05-01-01-01-06.wav,ravdess_006,anger,ravdess,train
RAVDESS/data/songs/actor_06/03-02-02-01-02-01-06.wav,ravdess_006,calm,ravdess,train
RAVDESS/data/songs/actor_06/03-02-04-02-02-02-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-05-01-02-01-06.wav,ravdess_006,anger,ravdess,train
RAVDESS/data/songs/actor_06/03-02-04-02-01-01-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-06-01-01-02-06.wav,ravdess_006,fear,ravdess,train
RAVDESS/data/songs/actor_06/03-02-04-01-01-02-06.wav,ravdess_006,sadness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-03-01-01-01-06.wav,ravdess_006,happiness,ravdess,train
RAVDESS/data/songs/actor_06/03-02-03-01-01-02-06.wav,ravdess_006,happiness,ravdess,train
